Exchange,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
Nasdaq,EARS,Auris Medical Holding AG,1.71,$58.7M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
Nasdaq,ADSK,"Autodesk, Inc.",68.01,$15.09B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
Nasdaq,AGMX,"AutoGenomics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agmx
Nasdaq,ADP,"Automatic Data Processing, Inc.",90.39,$41.23B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
Nasdaq,AVEO,"AVEO Pharmaceuticals, Inc.",0.9044,$68.61M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
Nasdaq,AVXS,"AveXis, Inc.",34.6,$796.28M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
Nasdaq,AVNW,"Aviat Networks, Inc.",9.4,$4.12M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
Nasdaq,AVID,"Avid Technology, Inc.",9.12,$363.17M,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
Nasdaq,AVIR,"Aviragen Therapeutics, Inc.",1.33,$51.39M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
Nasdaq,CAR,"Avis Budget Group, Inc.",35.89,$3.26B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
Nasdaq,ACLS,"Axcelis Technologies, Inc.",12.09,$352.52M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
Nasdaq,AXTI,AXT Inc,4.37,$141.55M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
Nasdaq,AZRX,"AzurRx BioPharma, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/azrx
Nasdaq,BCOM,B Communications Ltd.,24.08,$719.73M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
Nasdaq,BEAV,"B/E Aerospace, Inc.",52.12,$5.3B,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
Nasdaq,BIDU,"Baidu, Inc.",177.78,$61.62B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
Nasdaq,BCPC,Balchem Corporation,70.02,$2.21B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
Nasdaq,BWINA,"Baldwin & Lyons, Inc.",24.45,$368.8M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
Nasdaq,BWINB,"Baldwin & Lyons, Inc.",25.25,$380.87M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
Nasdaq,BLDP,"Ballard Power Systems, Inc.",2.14,$372.66M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
Nasdaq,BANF,BancFirst Corporation,69.11,$1.08B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
Nasdaq,BANFP,BancFirst Corporation,27.45,$27.45M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
Nasdaq,BKMU,Bank Mutual Corporation,7.89,$359.71M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
Nasdaq,OZRK,Bank of the Ozarks,39.66,$4.8B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
Nasdaq,BFIN,BankFinancial Corporation,12.6,$246.23M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
Nasdaq,BANR,Banner Corporation,44.14,$1.52B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
Nasdaq,BZUN,Baozun Inc.,14.61,$725.89M,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
Nasdaq,DFVL,Barclays PLC,69.64,$4.93M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvl
Nasdaq,DFVS,Barclays PLC,24.3089,$1.75M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dfvs
Nasdaq,DLBL,Barclays PLC,81.65,$5.79M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
Nasdaq,DLBS,Barclays PLC,12.175,$14.93M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbs
Nasdaq,DTUL,Barclays PLC,66.312,$3.91M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtul
Nasdaq,DTUS,Barclays PLC,29.02,$7.79M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtus
Nasdaq,DTYL,Barclays PLC,82.71,$5.69M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtyl
Nasdaq,DTYS,Barclays PLC,12.61,$39.77M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dtys
Nasdaq,FLAT,Barclays PLC,64,$3.54M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/flat
Nasdaq,STPP,Barclays PLC,30.51,$5.09M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
Nasdaq,TAPR,Barclays PLC,17.44,$11.51M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
Nasdaq,BHACR,Barington/Hilco Acquisition Corp.,0.2297,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
Nasdaq,BHACU,Barington/Hilco Acquisition Corp.,10.3,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
Nasdaq,BHACW,Barington/Hilco Acquisition Corp.,0.133,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
Nasdaq,BBSI,"Barrett Business Services, Inc.",48.32,$350.01M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
Nasdaq,BSET,"Bassett Furniture Industries, Incorporated",25.14,$274.15M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
Nasdaq,BV,"Bazaarvoice, Inc.",4.05,$332.45M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
Nasdaq,BECN,"Beacon Roofing Supply, Inc.",46.55,$2.78B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
Nasdaq,BBGI,"Beasley Broadcast Group, Inc.",5.26,$122.65M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
Nasdaq,BBBY,Bed Bath & Beyond Inc.,46.19,$7.13B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
Nasdaq,BGNE,"BeiGene, Ltd.",29.49,$970.72M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
Nasdaq,BELFA,Bel Fuse Inc.,19.86,$237.1M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
Nasdaq,BELFB,Bel Fuse Inc.,23.36,$278.88M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
Nasdaq,BNCL,"Beneficial Bancorp, Inc.",15.04,$1.16B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
Nasdaq,BGCP,"BGC Partners, Inc.",8.84,$2.45B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
Nasdaq,BGFV,Big 5 Sporting Goods Corporation,12.95,$285.22M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
Nasdaq,BCRX,"BioCryst Pharmaceuticals, Inc.",4.2,$309.54M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
Nasdaq,BIIB,Biogen Inc.,313.59,$68.71B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
Nasdaq,BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
Nasdaq,BMRN,BioMarin Pharmaceutical Inc.,95.73,$15.65B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
Nasdaq,BVXVW,BiondVax Pharmaceuticals Ltd.,0.4091,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
Nasdaq,BIOS,"BioScrip, Inc.",2.64,$300.64M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
Nasdaq,BBC,BioShares Biotechnology Clinical Trials Fund,19.92,$21.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbc
Nasdaq,BBP,BioShares Biotechnology Products Fund,30.36,$27.32M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbp
Nasdaq,TECH,Bio-Techne Corp,106.88,$3.99B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/tech
Nasdaq,BEAT,"BioTelemetry, Inc.",18.82,$527.44M,2008,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/beat
Nasdaq,BIOV,Bioventus Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/biov
Nasdaq,BJRI,"BJ&#39;s Restaurants, Inc.",39.66,$958.73M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
Nasdaq,BBOX,Black Box Corporation,14.79,$224.04M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
Nasdaq,BDE,"Black Diamond, Inc.",4.68,$140.7M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
Nasdaq,BLKB,"Blackbaud, Inc.",69.34,$3.29B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
Nasdaq,BBRY,BlackBerry Limited,7.7,$4.03B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
Nasdaq,HAWK,"Blackhawk Network Holdings, Inc.",33.52,$1.89B,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
Nasdaq,BKCC,BlackRock Capital Investment Corporation,8.83,$640.65M,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
Nasdaq,ADRA,BLDRS Asia 50 ADR Index Fund,28.17,$22.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adra
Nasdaq,ADRD,BLDRS Developed Markets 100 ADR Index Fund,20.601,$61.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adrd
Nasdaq,ADRE,BLDRS Emerging Markets 50 ADR Index Fund,34.6999,$133.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adre
Nasdaq,ADRU,BLDRS Europe 100 ADR Index Fund,20.2299,$16.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adru
Nasdaq,BLMN,"Bloomin&#39; Brands, Inc.",19.73,$2.21B,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
Nasdaq,BCOR,"Blucora, Inc.",10.72,$445.06M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
Nasdaq,BUFF,"Blue Buffalo Pet Products, Inc.",25.72,$5.05B,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/buff
Nasdaq,BHBK,"Blue Hills Bancorp, Inc.",14.76,$403.48M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bhbk
Nasdaq,NILE,"Blue Nile, Inc.",35.72,$414.95M,2004,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/nile
Nasdaq,BLUE,"bluebird bio, Inc.",49.05,$1.82B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
Nasdaq,BKEP,"Blueknight Energy Partners L.P., L.L.C.",5.89,$218.22M,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
Nasdaq,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",8.13,$245.19M,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
Nasdaq,BPMC,Blueprint Medicines Corporation,27.28,$744.25M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpmc
Nasdaq,ITEQ,BlueStar TA-BIGITech Israel Technology ETF,26.006,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iteq
Nasdaq,BMCH,"BMC Stock Holdings, Inc.",20.7,$1.38B,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bmch
Nasdaq,BOBE,"Bob Evans Farms, Inc.",40.01,$790.3M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
Nasdaq,BOFI,"BofI Holding, Inc.",22.07,$1.4B,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
Nasdaq,BOFIL,"BofI Holding, Inc.",25.6101,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofil
Nasdaq,WIFI,"Boingo Wireless, Inc.",8.6,$327.81M,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/wifi
Nasdaq,BOJA,"Bojangles&#39;, Inc.",15.94,$579.2M,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/boja
Nasdaq,BOKF,BOK Financial Corporation,69.33,$4.57B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
Nasdaq,BOKFL,BOK Financial Corporation,26.44,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokfl
Nasdaq,BPFH,"Boston Private Financial Holdings, Inc.",12.99,$1.08B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
Nasdaq,BPFHP,"Boston Private Financial Holdings, Inc.",26.75,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
Nasdaq,BPFHW,"Boston Private Financial Holdings, Inc.",6.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
Nasdaq,EPAY,"Bottomline Technologies, Inc.",23.98,$984.22M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
Nasdaq,BLVD,Boulevard Acquisition Corp. II,9.85,$455.56M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvd
Nasdaq,BLVDU,Boulevard Acquisition Corp. II,10.14,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/blvdu
Nasdaq,BOXL,Boxlight Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/boxl
Nasdaq,BBRG,"Bravo Brio Restaurant Group, Inc.",4.84,$70.58M,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
Nasdaq,BDGE,"Bridge Bancorp, Inc.",29.52,$515.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
Nasdaq,BCOV,Brightcove Inc.,13.29,$439.49M,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
Nasdaq,AVGO,Broadcom Limited,173.11,$68.47B,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
Nasdaq,BSFT,"BroadSoft, Inc.",46.78,$1.39B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
Nasdaq,BRCD,"Brocade Communications Systems, Inc.",9.02,$3.6B,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd
Nasdaq,BRKL,"Brookline Bancorp, Inc.",12.1,$853.25M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl
Nasdaq,BRKS,"Brooks Automation, Inc.",12.82,$879.95M,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/brks
Nasdaq,BRKR,Bruker Corporation,22.38,$3.61B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr
Nasdaq,BMTC,Bryn Mawr Bank Corporation,32.11,$540.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
Nasdaq,BWLD,"Buffalo Wild Wings, Inc.",161.61,$2.96B,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld
Nasdaq,BLDR,"Builders FirstSource, Inc.",13.42,$1.49B,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr
Nasdaq,BMLA,BullMark LatAm Select Leaders ETF,29.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bmla
Nasdaq,CFFI,C&F Financial Corporation,42.69,$147.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cffi
Nasdaq,CHRW,"C.H. Robinson Worldwide, Inc.",71.32,$10.18B,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw
Nasdaq,CA,CA Inc.,34.19,$14.32B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca
Nasdaq,CCMP,Cabot Microelectronics Corporation,50.6,$1.22B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp
Nasdaq,CDNS,"Cadence Design Systems, Inc.",25.91,$7.57B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns
Nasdaq,CACQ,Caesars Acquisition Company,12.18,$1.67B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cacq
Nasdaq,CZR,Caesars Entertainment Corporation,6.15,$903.58M,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr
Nasdaq,CSTE,Caesarstone Ltd.,40.15,$1.42B,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cste
Nasdaq,PRSS,CafePress Inc.,3.05,$50.9M,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prss
Nasdaq,CLMS,"Calamos Asset Management, Inc.",7.05,$144.74M,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/clms
Nasdaq,CHY,Calamos Convertible and High Income Fund,11.25,$816.04M,2003,n/a,n/a,http://www.nasdaq.com/symbol/chy
Nasdaq,CHI,Calamos Convertible Opportunities and Income Fund,10.68,$747.57M,2002,n/a,n/a,http://www.nasdaq.com/symbol/chi
Nasdaq,CCD,Calamos Dynamic Convertible & Income Fund,19.03,$464.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccd
Nasdaq,CHW,Calamos Global Dynamic Income Fund,7.52,$443.73M,2007,n/a,n/a,http://www.nasdaq.com/symbol/chw
Nasdaq,CGO,Calamos Global Total Return Fund,11.54,$97.69M,2005,n/a,n/a,http://www.nasdaq.com/symbol/cgo
Nasdaq,CSQ,Calamos Strategic Total Return Fund,10.57,$1.63B,2004,n/a,n/a,http://www.nasdaq.com/symbol/csq
Nasdaq,CAMP,CalAmp Corp.,15,$551.25M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/camp
Nasdaq,CVGW,"Calavo Growers, Inc.",59.42,$1.04B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw
Nasdaq,CALA,"Calithera Biosciences, Inc.",3.08,$60.03M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cala
Nasdaq,CALM,"Cal-Maine Foods, Inc.",43.78,$2.12B,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm
Nasdaq,CLMT,"Calumet Specialty Products Partners, L.P.",5.47,$417.75M,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt
Nasdaq,CAC,Camden National Corporation,46.38,$476.84M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cac
Nasdaq,CSIQ,Canadian Solar Inc.,13.14,$735.39M,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq
Nasdaq,CPLA,Capella Education Company,59.65,$689.77M,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cpla
Nasdaq,CBF,Capital Bank Financial Corp.,31.7,$1.37B,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/cbf
Nasdaq,CCBG,Capital City Bank Group,14.2,$238.61M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg
Nasdaq,CPLP,Capital Product Partners L.P.,3.56,$428.66M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cplp
Nasdaq,CSWC,Capital Southwest Corporation,14.89,$234.04M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cswc
Nasdaq,CPTA,Capitala Finance Corp.,15.25,$241.4M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cpta
Nasdaq,CLACW,Capitol Acquisition Corp. III,0.7,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/clacw
Nasdaq,CFFN,"Capitol Federal Financial, Inc.",14.41,$1.98B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn
Nasdaq,CAPNW,"Capnia, Inc.",0.3,n/a,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/capnw
Nasdaq,CCNWW,CardConnect Corp.,1.32,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ccnww
Nasdaq,CFNL,Cardinal Financial Corporation,26.63,$864.39M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnl
Nasdaq,CRME,Cardiome Pharma Corporation,2.86,$91.16M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crme
Nasdaq,CSII,"Cardiovascular Systems, Inc.",24.69,$823.31M,1981,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/csii
Nasdaq,CATM,Cardtronics plc,44.46,$2.01B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/catm
Nasdaq,CECO,Career Education Corporation,6.64,$454.56M,1998,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceco
Nasdaq,CTRE,"CareTrust REIT, Inc.",15.25,$882.91M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre
Nasdaq,CKEC,"Carmike Cinemas, Inc.",32.09,$782.63M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/ckec
Nasdaq,CRZO,"Carrizo Oil & Gas, Inc.",39.57,$2.33B,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo
Nasdaq,TAST,"Carrols Restaurant Group, Inc.",13.79,$494.18M,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tast
Nasdaq,CASC,"Cascadian Therapeutics, Inc.",1.13,$152.9M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/casc
Nasdaq,CWST,"Casella Waste Systems, Inc.",9.11,$377.96M,1997,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/cwst
Nasdaq,CASY,"Caseys General Stores, Inc.",133.28,$5.22B,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy
Nasdaq,CASS,"Cass Information Systems, Inc",57.93,$647.21M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cass
Nasdaq,CATY,Cathay General Bancorp,31.53,$2.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty
Nasdaq,CATYW,Cathay General Bancorp,10.66,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
Nasdaq,CVCO,"Cavco Industries, Inc.",107.06,$960.52M,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
Nasdaq,CAVM,"Cavium, Inc.",56.28,$3.26B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
Nasdaq,CBOE,"CBOE Holdings, Inc.",68.53,$5.57B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
Nasdaq,CDK,"CDK Global, Inc.",58.99,$8.86B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cdk
Nasdaq,CDW,CDW Corporation,44.77,$7.31B,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw
Nasdaq,CECE,CECO Environmental Corp.,11.24,$383.49M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
Nasdaq,CELG,Celgene Corporation,105.49,$81.77B,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg
Nasdaq,CELGZ,Celgene Corporation,1.18,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
Nasdaq,CLDX,"Celldex Therapeutics, Inc.",3.35,$336.83M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
Nasdaq,APOPW,Cellect Biotechnology Ltd.,0.6,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/apopw
Nasdaq,CLRBW,"Cellectar Biosciences, Inc.",0.195,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
Nasdaq,CLRBZ,"Cellectar Biosciences, Inc.",0.82,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
Nasdaq,CEMP,"Cempra, Inc.",22.11,$1.15B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
Nasdaq,CSFL,"CenterState Banks, Inc.",18.14,$870.82M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
